feature,prominence
 cr,0.0033138847765538594
ose,0.0033068132251907485
 up,0.0032982723748610525
cen,0.0032915166970427616
rb nn,0.0032903784912203964
wp prp,0.0032902130745067087
son,0.003288882799982035
d. ,0.003286105874443456
ina,0.0032849627779928782
nu,0.003284738884512772
d p,0.003283412961902041
eut,0.0032807998982220085
prp vbg,0.003277549078026149
r i,0.0032735679237446444
war,0.0032677937644493235
cha,0.0032673486258336395
own,0.0032656610114317067
ass,0.003262319273729322
vbz nns,0.0032600597489553986
ire,0.003259157987796641
anc,0.003257581299890097
t d,0.003254820222245212
", i",0.003252999039139109
ub,0.0032453574528244996
reu,0.00323874473584556
mar,0.003235937582081378
ard,0.003234606340237307
ny,0.0032315386670075373
qu,0.003230075000529497
rie,0.0032253946648922423
 gr,0.0032251497200504447
ow ,0.003224945551314478
uri,0.0032242363760300076
y s,0.0032232507487556417
ens,0.0032206334860559855
eal,0.003218203813684911
 bi,0.003215572857349841
att,0.0032088222034555042
n c,0.003207669780821779
 ra,0.0032064461918147736
ho ,0.0032057344018883035
 bo,0.0032022450698454695
 br,0.003201350387352896
y i,0.003199127843353281
ake,0.003198187079731701
s n,0.003197551290783078
yea,0.003192368367504985
mmi,0.003191456875722725
dep,0.003180584776079279
ee ,0.0031805620454954018
hu,0.003175351657088585
app,0.003171839841732702
uni,0.0031713346637080985
 pu,0.003171287524130028
kin,0.003171189811319941
nns cd,0.0031613685715458726
es.,0.003156874263859564
tim,0.0031565579106411137
old,0.00314936932736849
hea,0.0031425967319964384
n h,0.003140805400363519
leg,0.0031365147271805133
ile,0.0031342992558501294
t m,0.003133864464745881
thr,0.003130263033093378
s m,0.003128070683724271
shi,0.003121834261185033
rv,0.0031173128403404805
. s,0.0031167722161133484
 cl,0.003115857692126946
ws ,0.003114411139427791
spe,0.0031107272160834057
vbd cc,0.00310856137233036
nst,0.003108528744446364
 el,0.003105784187642174
esd,0.003101282641979057
ser,0.0030970078689408227
nn vb,0.0030939269622755313
ade,0.0030925203245880627
4,0.0030903370634798462
n. ,0.003087612019127207
n r,0.003084900823217272
r c,0.0030830816849666183
s l,0.0030802996644521967
ump,0.0030792438852946433
law,0.0030722261224335502
prp vb,0.0030663990059445543
iz,0.003066107415091408
 ce,0.0030650282611385917
ct ,0.0030644808418797153
jjs jj,0.0030630314166672982
ber,0.003061021181418976
6,0.0030601844573000495
oll,0.0030566576415695006
ict,0.0030561230122682034
ene,0.003045119725936882
mig,0.0030316800051033567
hom,0.0030220969468723615
 op,0.0030192380514843294
vbg cd,0.003018779777963067
 ov,0.003017016357666996
rum,0.0030067995230633896
jj prp,0.00300558090249202
lec,0.0030043113828164833
nv,0.003003596117185083
rge,0.003003022037966865
r o,0.003000578819209822
des,0.002996338119642417
ail,0.0029937993454018457
oth,0.002989447178308988
t b,0.0029854346554671683
l t,0.002978024208712465
ven,0.0029768108024814254
e g,0.002972956798278391
f a,0.0029725679598005634
ir ,0.0029681035430096808
nci,0.002967798709031661
ans,0.0029656395557882058
r f,0.0029655067914920326
02,0.0029634192161729716
9,0.002961868669856004
", s",0.00296138464497096
ou ,0.002958343235203659
lly,0.0029582711302214783
ecu,0.002958160965110841
erv,0.0029574572499333415
t l,0.002954691015688069
lis,0.002952152272384968
 am,0.0029476018147714324
tal,0.0029475969272511103
ib,0.0029442489511672825
pla,0.0029438658592797606
 pl,0.0029352193482352924
a c,0.0029336390280312566
ia ,0.002926847175442369
 ci,0.0029225005146585096
o c,0.002921400184582223
ves,0.0029187419582294132
ann,0.002918707888499645
adm,0.0029161106333001744
ner,0.002914760084110726
jjs nns,0.0029143941534323994
ind,0.00291326816827624
mat,0.0029123664859560315
fw,0.002911990061760739
dmi,0.0029088882068490987
rot,0.002907213047305265
orn,0.0029062404053659383
oin,0.002905234187934202
vic,0.002903155225525585
low,0.0028975257492459563
ob,0.002896499270612036
r.,0.0028962015990159646
igr,0.0028948431047307196
 tu,0.0028930302859187158
let,0.0028930243978761466
in wdt,0.0028903570628239566
"d,",0.002889274790954807
ok,0.0028863957957340246
but,0.0028856157999567035
"d, ",0.002884861877897857
pen,0.002882552618605513
g i,0.0028824953254765564
oa,0.002882172336696352
"r,",0.0028781582738033875
"r, ",0.0028781582738033875
el ,0.0028778433449778112
eco,0.0028770452193290427
rem,0.0028753006809363177
tan,0.002875018161278477
bou,0.0028723797366783984
202,0.0028696062327779066
 ye,0.002865205798545466
 fu,0.002861322917735907
ps,0.002859138813938829
ett,0.002858758301837994
imm,0.002858474532044551
n p,0.0028572916012329645
wee,0.002850378165075224
cco,0.0028473669547255777
jjs cd,0.0028453827364156798
cc md,0.0028451046326605288
vbg cc,0.0028450370102825343
ork,0.0028449530990656896
vb cd,0.002842335103897413
y c,0.002839237615611459
she,0.0028328379222641027
ble,0.002832578913172876
il ,0.0028244781538101353
 ti,0.0028224590783710412
ace,0.002816960303477466
h a,0.002813539679668374
y b,0.002811760680496294
tem,0.0028106648389182175
 i ,0.0028080767248444462
ks,0.002806589520751479
vid,0.002805221499946971
mu,0.0028039956701963412
win,0.0027920613265474464
 ev,0.0027908313181434588
d m,0.0027906654441646923
n b,0.0027895446411759974
ded,0.002783676375344149
rov,0.0027810780015957446
dea,0.0027758036599502102
 ru,0.00277308558849524
g o,0.002770857804516404
wdt nnp,0.0027707093402783616
ita,0.0027691618245680805
llo,0.0027642601396585856
pt,0.002763538241926468
any,0.0027621675011320194
rdi,0.002761541184730645
epa,0.002746850776964547
gn ,0.002743422706652939
cre,0.0027413915908516286
har,0.0027406952644048604
rbr jj,0.0027398731166765724
fin,0.002735591678165527
tm,0.002732540301588658
nge,0.0027294459813587096
ys ,0.0027257165793632024
rte,0.0027256445425513426
jo,0.0027255836952841555
sts,0.0027218232240561633
y f,0.0027213933291796496
ck ,0.0027202762950748905
"on,",0.0027182161900966865
nt.,0.002714734952580153
vbz cd,0.0027123677937922865
ke ,0.0027114079668260757
unc,0.0027097908767221082
mbe,0.002706936444470122
wn ,0.0027064047691827196
a p,0.002706206960742321
hic,0.0027036223707883867
l s,0.0027032070146065174
og,0.0026896691569286415
hey,0.0026855065861436534
ugh,0.0026833022639725533
nns wrb,0.002682785705488705
chi,0.0026761233218035294
whe,0.0026737415948093323
omp,0.002672615037093619
a f,0.0026717514544449183
ega,0.0026687816326808438
arr,0.0026635522849841145
inn,0.0026584651495990368
nfo,0.002658411438571002
eb,0.0026548436338925925
d d,0.0026498252730811703
gov,0.0026493414665403146
arg,0.002647639949220848
bil,0.002647437373203192
cy,0.0026471166903282582
vbd jjr,0.0026421622882794762
ay.,0.002641832694813352
m t,0.0026416875899775683
d n,0.0026397268838855127
d r,0.0026369063847736583
wou,0.0026365991846767304
ked,0.0026347053176976783
ren,0.002633076943596877
7,0.0026314034726721692
rac,0.0026297951620719573
 ve,0.002629534924173426
" , ",0.002623457559744762
" ,",0.002623457559744762
x ,0.0026200007879524155
in wrb,0.002617196367550493
isi,0.0026148788853740195
dit,0.002613022654829335
hil,0.002612930144025586
orc,0.0026127917839897158
sse,0.002606555727433538
l i,0.002605645849838521
rme,0.0026015334037485967
ny ,0.0025996649717350594
 ga,0.002599398049356609
egi,0.0025978292691736225
pea,0.0025959253162536194
ors,0.0025943204738142524
nit,0.002592161118679941
che,0.002588206804712962
had,0.0025876841291375616
ht ,0.0025795753649726595
dt vbd,0.0025774875176902885
rre,0.0025772506767250463
iss,0.002576706256963856
ath,0.002574351900092248
rni,0.0025702180767102605
ivi,0.0025679825194243537
"es,",0.0025652363082642174
ida,0.0025609080265958555
cd rb,0.0025534163848252214
oug,0.0025517906025428706
tme,0.002550216824117741
omm,0.002547814747113877
e v,0.00254578922128829
jus,0.0025414312351481026
las,0.0025398814585767303
vbn cd,0.002537388080322385
r. ,0.002534221454671766
a m,0.002533455692651699
n d,0.0025317608126354386
sur,0.002531738185014344
 ri,0.002527471701774281
in to,0.002525205054482564
owe,0.0025248643282326415
r w,0.0025238896943649194
cur,0.00252068459109096
 .,0.0025185613855902237
mes,0.0025179808527215964
hed,0.002516465012287386
eop,0.002504159709249745
sit,0.002502697575957538
eli,0.0024977507270709056
now,0.0024971453678827235
alt,0.0024969348156076115
cat,0.002492899273179999
hei,0.002492789542029017
two,0.0024907565726124555
n u,0.0024900850349491
 du,0.002488941271001138
uti,0.0024850799643754847
dow,0.002484554318516723
lon,0.0024840429975900294
car,0.0024827659561182658
rst,0.0024779070061684587
ek,0.002476690364687436
 ge,0.002475147636306658
bee,0.002473705426397929
o e,0.002472273625730845
o b,0.0024689449930824572
vbp vbp,0.00246771910818113
ze,0.0024661640305770395
r d,0.002463648613822596
dec,0.0024607342018778187
spo,0.002460097597394371
uth,0.002456594879103806
in nnps,0.0024557824331795826
cit,0.0024557002443069574
ich,0.0024542168685723785
mis,0.0024534653730061526
dat,0.0024533826862731326
see,0.0024517354659463046
bli,0.002449267574962744
rel,0.0024488389028386333
eek,0.0024461817452378965
", h",0.0024459997146469166
eir,0.002445313418897051
sup,0.002440836153196087
o h,0.002438074198676075
vb vb,0.002437832493185832
l o,0.0024343637994094494
ese,0.0024337179977557003
o r,0.0024318372884092813
esp,0.002428028437028595
ang,0.0024279150399932952
oti,0.002426142319435559
try,0.002421063103028854
ret,0.0024189749713474725
y p,0.0024187856779591833
rch,0.0024170161105807604
ks ,0.0024138689681242748
ari,0.0024132316235270963
ult,0.0024116836654204713
l c,0.0024081906979622355
ell,0.0024070827949996348
rid,0.002406909011704342
nse,0.0024063309169156033
nta,0.0024024772093772743
how,0.002400421307367837
 ed,0.002398040547970374
ton,0.0023980241081066147
ik,0.0023979722979245214
urt,0.00239005717212843
wed,0.0023854565280037937
tia,0.0023845692978253963
on.,0.0023840433621474875
nnp vb,0.0023838008279462204
rim,0.0023820488886663626
xp,0.002382024216224939
o p,0.0023807718242026764
dia,0.002377974245039558
rol,0.0023767112152480933
ely,0.0023738622767477337
rd ,0.0023734586977212707
y w,0.0023714549979108645
gat,0.002367884139326934
eed,0.0023544303352866594
in cc,0.00235248617945435
 dr,0.002349840496938977
aga,0.002349239340844637
dd,0.0023490328562672832
 ro,0.002348570143728945
cri,0.00234816834993449
erm,0.00234455099845526
 ea,0.0023443053711750097
ris,0.002336153072673699
irs,0.0023356080347539834
nsi,0.0023351252161430487
sm,0.0023318401013581085
8,0.0023305084066559635
 sc,0.0023288709670716817
l b,0.002328126436657261
hor,0.0023277750708087987
f e,0.0023250441661774287
y d,0.002323228140479313
. w,0.0023220585309074856
l r,0.002321881210565127
hen,0.002319022163989533
tue,0.0023171172277802543
ily,0.0023126283646869687
mp ,0.002311543669482041
inv,0.0023113522413926975
bal,0.002310871131002246
sea,0.002309598631049948
nve,0.002309378418005476
ark,0.0023090310911364803
lif,0.002308970505194858
"ay,",0.002306620695228749
inf,0.0023022053640678556
hit,0.0022995212791889225
re.,0.002297581535758435
gl,0.0022951858877876493
rus,0.0022927344006388167
ed.,0.002290459298618089
exp,0.0022872712368755574
opl,0.0022854720650925084
a t,0.0022836088371851397
gai,0.0022789614329301374
mai,0.002278751857826151
ise,0.0022770958844043573
 cu,0.0022765032371669255
rai,0.0022734520860912145
mit,0.0022722702055168152
ged,0.002271947908601012
jjs in,0.0022702900469486866
peo,0.0022693623024912218
rvi,0.0022693057214727094
l p,0.002268355589189747
reg,0.0022638936184447263
tie,0.002263497536146081
jj vbd,0.0022621848549217046
wp nn,0.0022619794889363947
t y,0.0022612753476585865
rop,0.0022574903153999965
mpa,0.0022525971317461165
nm,0.002251835734626077
ex vbz,0.002251795602462515
cer,0.002251124252724144
ovi,0.0022471999191342276
ach,0.0022448755393766062
arl,0.002240664877420226
los,0.002239895198123114
rde,0.0022395364444572656
f h,0.002238535649778157
 fl,0.00223690987211444
 tw,0.002236283613402764
ena,0.002235715538972306
r h,0.0022354789760560363
 ai,0.0022332417735105524
ied,0.0022315006375999433
o w,0.0022260652130628297
l e,0.002225759950622644
g p,0.002224282511635398
efi,0.0022204545277452513
ppo,0.0022185927249175038
rev,0.002216449669317305
ami,0.002215490887853464
lar,0.002214889123569063
tro,0.002213494182263219
rp nns,0.0022131513199256936
cc vbp,0.0022127237704221868
cas,0.0022105295511097144
sle,0.0022054502788294377
arc,0.0022043846524724504
ash,0.002202843702221073
o d,0.0022027069764923384
ges,0.0022006419578584845
ani,0.0021986530958368667
cc jjr,0.002198489095848636
vel,0.002197734490433946
ms ,0.002197619412160029
cus,0.0021937386301311918
gro,0.0021926929963960963
ubl,0.0021914328381752546
ana,0.002186749568055701
nds,0.002184807429014032
", b",0.0021834794217916362
air,0.002182451400281385
cte,0.0021805522684177603
"er,",0.0021792777464712957
clu,0.0021765283090858126
fun,0.0021722251943349334
tol,0.002171983148305526
ike,0.0021707381350558144
cy ,0.0021692183825503717
y h,0.002168755211503457
eci,0.0021671061642592904
vbg vbg,0.0021663028199938447
ced,0.0021659149197746767
ses,0.0021648851314287577
rbr dt,0.0021641177724879153
dur,0.002161705846635172
rbr in,0.002157246678653484
im ,0.0021554188947289247
rma,0.00215438805998056
gin,0.0021542418883808
g c,0.0021536221355301483
rtm,0.0021516060015391333
rig,0.002150182018239786
prp jjs,0.002142085536736257
d l,0.0021415709043854656
y m,0.0021408772737113425
rne,0.00214077110543637
 3,0.0021403154592933567
hre,0.0021392852292174283
ief,0.00213780398470502
lio,0.002136628592512017
l m,0.002135936861219928
ize,0.002133989351218824
a d,0.0021326346629371145
dl,0.0021316715594017644
bor,0.002130212031936054
urn,0.002130181374080067
wsl,0.0021276376620463955
ece,0.0021274896372369344
pon,0.002126817849852517
tel,0.002126764894342558
eac,0.0021253426591695407
ps ,0.0021217398265405705
abl,0.002121544781185363
dn,0.002120091250638223
nto,0.0021198806303363072
lie,0.002119481427163143
gt,0.0021185707493287294
o i,0.0021180974516904253
ngt,0.002117790050794501
wr,0.0021149782745521276
gh ,0.0021131252732474724
iat,0.0021121642123286643
ual,0.0021121558508056504
pec,0.002109703935525654
prp prp,0.0021094720252496754
ars,0.002106245962630748
rp nnp,0.002105702664260293
ts.,0.002100332810055928
cle,0.0020975669665836893
evi,0.002095560547014607
pub,0.002095444840911991
ta ,0.0020950750929513468
ela,0.002094821827392994
mak,0.0020929894656734715
ema,0.002091018274091252
gal,0.002089838672065549
cut,0.0020890208474416763
bri,0.0020885496258372803
urs,0.0020883931895156844
yi,0.002085799906704881
duc,0.002084293812053351
rp nn,0.0020814845343543314
ifi,0.002079796540802468
bs,0.0020788632905707123
wdt rb,0.002078293214846553
get,0.0020732310676502123
g f,0.0020709437032216944
emb,0.0020699759796362766
rk ,0.002069712479259942
 wr,0.0020692745965372014
nia,0.0020683183930022848
ex vbd,0.0020669042359569637
nl,0.0020651047459225693
hos,0.002063752031549231
s y,0.0020592196142978536
. h,0.002057809986562655
y r,0.0020570794059515648
ppe,0.0020564065463544784
nme,0.002053522946382945
a r,0.002052075679002249
ncl,0.0020508100423710317
00 ,0.0020434399181101575
cla,0.002041707197702456
imp,0.0020384699426144494
cd jjr,0.002038103205173173
emp,0.0020371169971501782
bac,0.002035746933977822
rts,0.002031387949454269
cem,0.0020278317997641957
ipl,0.0020271559064325147
hs,0.0020250787938583914
prp cd,0.002023548323777996
a l,0.0020216586240947684
oms,0.0020196246453650954
"l,",0.0020186867978282497
"l, ",0.0020186867978282497
 . ,0.0020185367630813026
lth,0.002017757661686119
yin,0.002017702317934186
r m,0.0020164530380905317
gs,0.0020141426784211435
so ,0.0020128383330624156
mpl,0.0020123550486490847
5 ,0.002008498604859153
. r,0.002007834905524351
p h,0.0020064691485853423
vis,0.0020036884768484127
nnps cc,0.0020032925359792144
nk,0.002002132681769295
prp vbn,0.002000086049236188
 ki,0.0019995906108434556
ays,0.001996774789187573
ved,0.001996328322441242
nnps nn,0.0019950092390367455
ker,0.001994645057384695
ert,0.001994396459383991
t n,0.0019920152626042424
rb jjr,0.001989690845947959
imi,0.0019881930866880284
dg,0.0019863536405106672
ros,0.001984742386630586
sk,0.0019836278864741506
eq,0.001981592312063914
equ,0.001981592312063914
usi,0.0019803679986219154
in ex,0.00197980811832853
nno,0.001977105605513763
vbp cd,0.0019763378402423695
n l,0.0019759818181112124
oci,0.001973875673846018
nou,0.001973796945629789
", d",0.0019733794731573947
r r,0.0019704008647542398
wo ,0.0019695619135496455
ph,0.0019640663425101214
ndo,0.001960769043161733
vbz vbd,0.0019602825572048225
soc,0.0019597153546872135
h c,0.0019554797309971578
nnps vbd,0.0019544400940996703
wdt dt,0.0019542432811299254
nth,0.0019527612273230782
tre,0.00195181712718738
cov,0.0019516488221688673
ron,0.0019508919195667255
ata,0.0019491880711362487
ngr,0.0019469096228731254
nnps jj,0.00194613144605819
ue ,0.0019435522939349045
f o,0.0019420855978013263
", r",0.0019404188889160894
"g, ",0.0019396452133361968
"g,",0.0019396452133361968
g s,0.0019392971495342732
lud,0.0019336906682384033
atu,0.0019317895625324767
tly,0.0019282719710214387
aw ,0.0019279504933913897
rp to,0.0019264685834485056
", c",0.0019243458409020854
dic,0.0019236314411190346
jj vbz,0.0019224098339468314
g h,0.0019207618889635519
wrb jj,0.001913974404964185
rb rbr,0.001910615692223399
a n,0.0019093276203034834
fac,0.0019069588102734389
emo,0.001906945431656705
nn rbr,0.0019068274326194184
rul,0.0019067746893982713
loc,0.0019048150236396567
len,0.001904536144652349
eh,0.0019032393742885797
lig,0.0019017960158556632
ger,0.0019015471492738502
 jo,0.0019014592823657654
h s,0.0019006552812545789
. p,0.0018989549559812909
wdt prp,0.0018954835664847284
nea,0.0018953140109765573
cc to,0.0018940581037990064
f p,0.0018910288731732836
pan,0.0018905680869227672
my,0.0018889629077858913
wp md,0.0018887081856825724
def,0.0018886794874969793
nor,0.0018883731941213438
mov,0.0018883711863616748
eak,0.0018881638651644622
 ot,0.0018880092084279786
tak,0.0018863233670585505
mos,0.0018847239304473323
m a,0.0018828471733205044
in vbz,0.001881345510668799
op ,0.0018788209232372239
rke,0.001878027410470887
ian,0.0018745734336607382
r b,0.0018739500351603105
o m,0.0018731143354748607
 em,0.001871993941454802
tai,0.001871156343455188
 au,0.0018701384100432291
ffe,0.0018672080451484013
f i,0.0018663688362338957
rnm,0.0018654372190357207
cip,0.001864504938184888
 bl,0.0018638929378528646
add,0.0018622028612871589
say,0.0018620217792650155
rds,0.0018595831164972152
s u,0.0018589916937516338
rag,0.001858912673261287
del,0.0018585166805979694
dy,0.0018584119528959233
rb wrb,0.001857199183922258
som,0.0018567659880791949
isc,0.0018560007559651516
"ng,",0.0018489352707437576
. b,0.0018470055668085136
cd prp,0.0018423732120859673
cke,0.0018378397262216308
qui,0.001837749290781818
l.,0.0018377207573970719
o l,0.0018375407690934319
ful,0.0018367745232753879
sis,0.0018366382859613078
p.,0.001834302497043648
za,0.001833764592269631
fou,0.001833219671423248
wrb nns,0.00183070673760937
vie,0.0018299565615986434
ock,0.0018280593767900097
lai,0.0018278562654048013
hro,0.001827761122432156
ude,0.0018271593214041325
rn ,0.0018232483395730246
vin,0.001823018681476924
omi,0.0018224774020298962
l f,0.0018224690930016489
 gu,0.001820714308976135
 mu,0.0018201743132576693
ato,0.001820164780759994
san,0.0018163499214639853
dge,0.0018151601290152149
nee,0.0018145771151945038
we ,0.0018140651026846023
d u,0.0018118392565724458
g n,0.0018109881674308022
mme,0.0018095742827832684
tis,0.0018077459058174611
25,0.0018067613856283904
ien,0.001802647306679025
tif,0.001797466279196193
ae,0.00179734661451529
 hu,0.0017970043314120595
rri,0.0017959471238852222
t g,0.0017957153536993342
. c,0.0017953201567692835
o f,0.00179502417095056
fil,0.0017947109272035196
fer,0.0017900515462903998
ngs,0.001788899034670824
sou,0.001788511583699232
cto,0.00178662759352297
cis,0.0017853940572012332
efe,0.001782234204146404
rm ,0.001778752547616767
ein,0.0017786248958707594
er.,0.0017780400667111013
aut,0.0017772899142897234
g w,0.0017771595667994116
udi,0.0017749609566142508
sr,0.0017748892283249453
itt,0.0017739932979606815
t u,0.0017725540534984493
"a,",0.0017713344040283796
"a, ",0.0017713344040283796
ima,0.0017713016872583389
xa,0.001770708120139691
h i,0.0017704302236049066
ete,0.0017684194193858186
f s,0.0017682509067816078
aro,0.0017670220530779672
ssa,0.001764728356213893
ery,0.0017639970328047997
. o,0.0017618579766303566
m.,0.0017615521344943046
a a,0.0017615159732077698
gto,0.0017614055820693122
kes,0.001758488703012212
efo,0.0017562732463517739
hur,0.001755348275783547
enf,0.0017536830581895858
n n,0.001752602198543847
ex vbp,0.0017520800977595713
sat,0.001752016067967346
hal,0.0017497921310464244
hoo,0.0017492976141612274
sel,0.0017490394641731678
may,0.0017476926464273074
f c,0.0017450100694866937
poi,0.001744765306316096
hel,0.0017445762002336722
eta,0.0017433536458113406
bas,0.0017414982496907698
wha,0.0017412256583071285
wp nns,0.0017410987269199888
ref,0.001740256263503765
id.,0.0017396541094500944
vbd vbd,0.0017358655066535592
uct,0.0017350785572552258
oil,0.0017349702698083987
wp rb,0.001733711845363264
mem,0.0017331702052794317
hig,0.0017304841785422606
him,0.0017302528547898837
sha,0.0017272617913342587
iga,0.0017262926976957897
p a,0.00172097168298631
oss,0.0017187921506278858
ora,0.00171632731220585
eso,0.001716030475727927
wp dt,0.0017127320259663255
kn,0.0017125228013483021
", m",0.0017120103896278735
hes,0.0017087802031933708
je,0.0017085255029202207
exa,0.001707249751182332
w t,0.001705973974595962
"rs,",0.00170391834618743
rp jj,0.0017035665176723552
rth,0.0017032745066184972
owi,0.0017032595328733695
nn jjr,0.0017019920472761219
h r,0.0017002925082291306
col,0.0017000570108634452
", f",0.0016998933844618938
ota,0.0016985376169916253
ook,0.0016975657276346754
sla,0.001696925026816968
tle,0.0016936376895036786
a.,0.0016924244049820367
", p",0.001692419921165275
aff,0.0016922215752752214
fre,0.0016920917167531182
"ed,",0.0016912975500211892
row,0.0016911413119308875
eni,0.0016901090135537594
dne,0.0016860375188353345
g.,0.0016851486550203602
no ,0.0016849620234690658
upp,0.0016824454919536999
rso,0.001681072038199046
", o",0.001680249275462301
ory,0.0016774975741510937
gis,0.001676346998728748
ox,0.0016761543333761407
a w,0.0016726413976898664
 ic,0.0016707371550749271
mso,0.0016706087083350255
fri,0.0016691738067044042
cc wrb,0.001669091754407324
ncy,0.0016682913559032755
que,0.0016682675072197093
val,0.0016669419801518905
 id,0.0016656086643351247
e j,0.0016648926603023769
eti,0.0016626094252833287
tit,0.001661268619659945
a h,0.0016608130110076658
gan,0.0016605685887161414
tec,0.0016603617071952995
etw,0.0016597880753958499
eca,0.0016588949930566729
k a,0.0016571497468846875
top,0.0016556935738076145
onf,0.0016550578689333217
edn,0.0016515637169415116
tig,0.0016507700334664145
iew,0.0016497256180730438
elo,0.0016490747504557212
die,0.0016488826831133796
uar,0.0016472930061138338
pas,0.001647195137315988
hip,0.0016429393124710102
oke,0.0016420569257463145
rty,0.0016401514268941883
isr,0.0016387403653443224
agr,0.0016381804128932549
ier,0.0016362180963496275
hot,0.0016345316853994603
yor,0.0016332513267299567
cam,0.0016309253605242327
l d,0.0016242024737836622
rp prp,0.001623935398401205
way,0.0016229817465709102
pic,0.0016228338954809188
 va,0.0016221749143933495
a g,0.0016220416526531581
liv,0.0016219073613824627
did,0.001621445964496129
rly,0.001620343965911319
fol,0.0016199943518423361
g e,0.0016196279842294067
xe,0.0016184731573552467
ara,0.0016176889837401535
cce,0.0016170614642464067
 es,0.001616732903422215
lac,0.001613990871994047
sun,0.001612198390980165
ban,0.001611459460758899
xt,0.0016107130027328191
vbp vb,0.0016106967712898456
ff ,0.0016104673849781034
lia,0.0016100549768268198
eff,0.001607226702157203
fra,0.001604411205879028
kil,0.0016040548001502544
n 2,0.0016024789266436256
a b,0.0016017032238317664
dev,0.0015983139955887604
bet,0.001596735269681226
p t,0.0015958113362185048
sw,0.0015952059000911083
onc,0.0015923879927469914
fam,0.0015914617552167756
ram,0.0015896667924473983
hs ,0.0015889171018091549
r l,0.0015888033320453658
aim,0.001588652217036479
s g,0.0015886414594269264
kno,0.0015864926019195458
esu,0.0015845335701502137
 nu,0.0015844314114284968
mid,0.0015832707993731368
lso,0.001581812633182534
d g,0.0015800452150738968
rsi,0.0015778468891735026
k t,0.001577721399878292
inu,0.0015752310002283695
dar,0.0015738007466634058
eng,0.00157350990963138
ext,0.0015730767081865663
oup,0.0015728863903525998
ood,0.0015715644541917703
ick,0.0015703812755551376
bro,0.001569710477042257
orl,0.0015692079677689012
dy ,0.0015688313694221028
ney,0.0015675736156522489
pin,0.0015667431736356016
 oi,0.0015662853503171216
gs ,0.0015630774632663677
roc,0.001562368216041674
set,0.0015618882873085634
gg,0.0015600658196597721
aus,0.001557256862721225
l w,0.0015571998568560778
",0",0.0015557465624899138
"ts,",0.0015550869227822807
ole,0.0015534021334519677
apo,0.001551712518877145
000,0.0015493038417219167
rld,0.0015472528170795419
y n,0.0015454028523498049
ce.,0.0015447190249475485
cie,0.0015435691102653093
nch,0.001543379547695831
",00",0.001543312428579303
vb wp,0.0015431258982248263
sn,0.0015416494428495853
bec,0.0015407908144658559
ats,0.001540392093731175
spi,0.001540101241155877
nns rbr,0.0015390859899693592
ns.,0.0015389806801180549
p. ,0.0015378526391805819
cro,0.001534956963082622
sul,0.0015343751985889538
ria,0.001532891184272603
lik,0.001531613437033886
ja,0.001531291580794021
vio,0.001530834566451241
 ef,0.0015301400505269233
 q,0.0015296253702098857
h o,0.0015290518292922954
jjr jj,0.001526626892265677
my ,0.0015246444966632703
fla,0.0015223212175702859
bef,0.001519956895801376
orr,0.0015199489322697281
. m,0.0015161384158007452
oca,0.0015130239479088016
clo,0.0015111054303918925
dem,0.00150961993868498
ecr,0.0015095773126739451
oy,0.0015076908885492488
wro,0.0015063919289811244
fen,0.0015063193701866273
igi,0.0015051898914061864
ng.,0.0015044935997187503
 4,0.0015030139046738576
lf,0.001502529996779434
mpo,0.0015014631173574373
ifo,0.0015006588952972944
aki,0.0015006387175603283
ael,0.0015000353994701551
req,0.0014978480072423321
ule,0.0014967311398567068
vbz rp,0.00149413811168336
rae,0.0014939514684259953
eap,0.001493574173311386
ano,0.0014932251863896536
f f,0.001492100144038805
sra,0.0014913835914741093
cho,0.0014908439448054268
2 ,0.0014906943154844358
opp,0.0014902965472775274
ym,0.001487204929017827
tac,0.0014853969879271023
m. ,0.0014850167684019632
ech,0.0014797507868325637
log,0.001479248246698887
l. ,0.0014777451501459102
sy,0.0014767586380341994
nom,0.0014766725857878365
dre,0.0014764857558267018
y l,0.0014736933651875702
ish,0.0014721013495802827
vat,0.0014704309514286726
aci,0.0014700234537632134
 qu,0.0014679218270914549
ism,0.0014676937720220695
na ,0.0014668247175351565
ril,0.0014658926870071247
 6,0.0014638801230832566
ppr,0.0014608772658696743
. f,0.0014606243707720884
em ,0.0014603623073453152
ono,0.0014589261349581652
eig,0.001458078249532428
rad,0.001458018802801293
ol ,0.0014573565954724879
cs,0.0014572197685922914
 ni,0.0014547693434912262
eem,0.0014535617288624926
rta,0.0014533314281139163
lts,0.0014526615908717646
riv,0.001452071522288531
rs.,0.0014518074778776128
ssu,0.0014514692143314028
ild,0.001451415033982326
g m,0.001450613273017636
roo,0.0014502899544904697
cel,0.0014498347811779681
6 ,0.0014483429859803495
pit,0.0014475449130727496
aj,0.0014463042605043508
h e,0.0014456547269840856
19,0.0014452391198092334
udg,0.0014452344056876806
lor,0.0014452327780717386
nig,0.0014450270418920612
til,0.001442544263913008
exe,0.0014418764112443694
ah,0.0014411379719391118
rro,0.0014409018997358343
hem,0.0014399631972031235
rio,0.0014395822870512005
erc,0.0014361897629595103
rse,0.0014359365798337995
cc wp,0.0014337742593377857
cau,0.0014336147355347591
 kn,0.0014316297938758557
am ,0.0014314013991188314
don,0.0014313472919704733
isl,0.0014289099547597002
ibl,0.0014282776616133669
